value,size
3.2067298889160156e-05,9
0.0021620988845825195,4
-0.001422882080078125,8
0.0014349818229675293,5
0.0005153417587280273,6
-0.00035393238067626953,7
1.424551010131836e-05,5
-0.0007488727569580078,5
5.793571472167969e-05,6
0.0004571676254272461,2
0.00015980005264282227,3
0.004604518413543701,3
-0.0013878345489501953,8
-0.0008345842361450195,6
2.2113323211669922e-05,4
-0.000561833381652832,7
-0.004866540431976318,8
0.00011646747589111328,6
0.00012308359146118164,6
-0.005192697048187256,10
7.867813110351562e-06,6
-0.00037175416946411133,5
0.0011545419692993164,5
3.790855407714844e-05,8
4.887580871582031e-06,6
-0.000519871711730957,6
-0.0007742643356323242,6
0.000598907470703125,9
3.653764724731445e-05,6
0.000261843204498291,6
0.004209339618682861,10
-0.0008033514022827148,6
0.0002206563949584961,5
0.00016987323760986328,6
-0.014026999473571777,7
0.0033203959465026855,10
-1.6868114471435547e-05,7
0.00012290477752685547,4
-0.0026816129684448242,6
7.730722427368164e-05,6
-0.00413280725479126,10
0.0011889338493347168,6
0.00021725893020629883,5
-5.46574592590332e-05,6
0.0024692416191101074,4
-0.002500295639038086,6
0.004741013050079346,9
0.00013566017150878906,5
0.000303804874420166,5
-0.00019407272338867188,7
0.00019049644470214844,5
-0.0002416372299194336,7
-2.4139881134033203e-05,5
-0.0006514787673950195,4
-0.0005049705505371094,7
-0.0010416507720947266,8
-0.00027626752853393555,8
0.0011275410652160645,6
-1.7881393432617188e-07,4
-4.2438507080078125e-05,7
1.1920928955078125e-07,3
0.0007023811340332031,6
-0.00036585330963134766,6
-0.0010923147201538086,5
-0.0004975795745849609,7
0.00014775991439819336,6
0.0007255077362060547,6
-1.1920928955078125e-07,6
0.00038826465606689453,5
0.004640698432922363,7
-0.0015181899070739746,6
-0.0006195306777954102,5
0.0008537173271179199,10
-0.0017990469932556152,8
0.0002872347831726074,7
-0.002407968044281006,8
4.887580871582031e-05,9
-0.001661062240600586,8
-0.0025481581687927246,7
0.0037943124771118164,10
-1.7881393432617188e-07,4
-0.002255678176879883,4
0.0019032955169677734,9
0.002587735652923584,7
-0.00018274784088134766,4
-6.884336471557617e-05,9
0.0004976987838745117,6
-0.000928342342376709,8
0.00012254714965820312,7
2.980232238769531e-07,3
-6.29425048828125e-05,7
-0.0004649162292480469,6
-0.0004814267158508301,4
-0.0005408525466918945,6
-0.00021380186080932617,2
-0.0022273659706115723,8
0.0007987618446350098,9
-0.0031952857971191406,8
-4.5299530029296875e-05,6
0.00019061565399169922,5
-0.003706514835357666,7
-0.0017266273498535156,10
0.0010605454444885254,5
-5.412101745605469e-05,5
0.00021386146545410156,3
0.0003523826599121094,9
-0.0015206336975097656,9
-0.00162583589553833,8
0.0018925666809082031,7
-0.005250215530395508,8
-3.504753112792969e-05,5
8.028745651245117e-05,6
0.0008350014686584473,6
-0.0011966824531555176,8
0.0012308359146118164,9
-0.00010097026824951172,7
8.910894393920898e-05,5
1.1920928955078125e-07,4
-0.00277864933013916,8
-0.00019347667694091797,7
4.3272972106933594e-05,6
-0.003187716007232666,9
-0.00021213293075561523,7
-5.08427619934082e-05,6
-0.007651031017303467,4
-0.00025457143783569336,5
-0.001255333423614502,8
0.00015813112258911133,5
-0.0013570189476013184,8
-0.00015550851821899414,6
5.543231964111328e-05,3
0.0026969313621520996,7
-0.007335662841796875,8
2.8967857360839844e-05,6
0.0007951259613037109,5
0.0002970099449157715,8
0.0012769103050231934,5
-0.0002588033676147461,4
-0.002704799175262451,7
-0.00026470422744750977,7
-0.00012761354446411133,4
-0.0004253983497619629,3
9.429454803466797e-05,7
-0.0009213685989379883,6
0.0008057951927185059,4
-0.00021511316299438477,7
0.00014519691467285156,6
0.0014052391052246094,7
-4.470348358154297e-06,6
-0.001425325870513916,5
5.125999450683594e-05,6
-0.00021475553512573242,4
-3.921985626220703e-05,5
-0.0004836916923522949,9
-0.0009201169013977051,7
0.0004699230194091797,8
0.0004292130470275879,8
-0.0030241012573242188,9
0.0017920732498168945,7
-5.364418029785156e-06,5
-0.000240325927734375,2
7.212162017822266e-05,4
0.003000617027282715,9
0.0007275938987731934,5
3.039836883544922e-05,5
-4.172325134277344e-07,4
0.0012825727462768555,6
-0.0004107356071472168,6
-0.055081307888031006,1
0.0018118023872375488,2
-0.00010561943054199219,4
0.0008741617202758789,5
0.0003025531768798828,4
0.0003539919853210449,9
1.6093254089355469e-06,6
-0.00045996904373168945,7
9.900331497192383e-05,5
0.0013710260391235352,7
-0.002305269241333008,7
-0.003788292407989502,10
4.172325134277344e-07,3
-0.002664029598236084,9
-0.0007042288780212402,6
-0.0018568038940429688,9
-2.384185791015625e-07,4
4.458427429199219e-05,4
0.0007624030113220215,7
0.0005832314491271973,4
1.4603137969970703e-05,5
3.8683414459228516e-05,6
-0.0019311904907226562,5
3.62396240234375e-05,6
-4.64320182800293e-05,5
-0.00034242868423461914,5
-0.00030791759490966797,7
5.0067901611328125e-06,6
4.172325134277344e-07,3
-2.384185791015625e-07,4
-3.5762786865234375e-07,4
0.0020238161087036133,5
0.0006940960884094238,7
0.0006965994834899902,8
0.0024533867835998535,6
-0.0028799772262573242,4
0.0011412501335144043,7
-0.00263136625289917,7
-8.487701416015625e-05,6
-0.00024521350860595703,4
-4.369020462036133e-05,5
-1.52587890625e-05,3
-0.00011831521987915039,6
0.007521867752075195,9
0.0008661746978759766,8
-0.0006101727485656738,6
9.554624557495117e-05,8
5.626678466796875e-05,3
0.00012254714965820312,8
3.594160079956055e-05,5
8.106231689453125e-06,4
0.00014913082122802734,7
5.310773849487305e-05,4
0.002672910690307617,7
0.00021409988403320312,3
-3.1113624572753906e-05,8
-0.00021576881408691406,6
0.0006850957870483398,7
0.0002747774124145508,6
-0.0009601116180419922,8
1.7881393432617188e-07,3
3.2782554626464844e-06,5
-2.8133392333984375e-05,8
-0.00032269954681396484,6
0.0024594664573669434,9
-0.002181410789489746,7
0.001211702823638916,5
0.003265202045440674,8
0.00024646520614624023,5
0.00087738037109375,6
0.0010734200477600098,4
5.930662155151367e-05,6
-0.008288443088531494,4
0.00036513805389404297,6
-2.384185791015625e-07,4
0.0018502473831176758,7
-0.0010953545570373535,8
-0.0157964825630188,5
-0.0008811354637145996,6
-0.0003979206085205078,6
-0.003171563148498535,7
-0.004895627498626709,9
0.0008015632629394531,6
-0.00244748592376709,8
-2.7418136596679688e-06,5
0.0034791231155395508,9
-0.001766979694366455,6
0.0001939535140991211,7
0.01430821418762207,8
-2.6226043701171875e-06,5
0.002580404281616211,6
-0.0002962946891784668,6
0.005434155464172363,2
0.0007539987564086914,7
-0.0011519789695739746,6
-0.0017967820167541504,3
0.0032685399055480957,11
1.7881393432617188e-07,3
-3.814697265625e-06,4
0.0009715557098388672,7
0.0030222535133361816,6
-1.3113021850585938e-05,4
5.960464477539063e-08,5
0.0002617835998535156,3
0.006298720836639404,7
-0.0036472678184509277,3
-0.0006635785102844238,3
-7.003545761108398e-05,6
0.0001900792121887207,5
0.010851085186004639,9
-0.002537667751312256,7
0.0004464387893676758,7
2.980232238769531e-07,5
-0.0009598135948181152,8
1.817941665649414e-05,5
-0.0002415180206298828,4
0.0016349554061889648,5
-0.0005721449851989746,6
0.00030875205993652344,5
0.00016754865646362305,7
-0.002697885036468506,5
0.001464545726776123,8
-0.00011968612670898438,7
0.003928661346435547,8
7.212162017822266e-06,5
-0.0006104707717895508,10
0.00036585330963134766,5
0.00023126602172851562,6
-0.006968855857849121,9
-0.00019860267639160156,4
-0.00045299530029296875,7
0.005783200263977051,10
-5.364418029785156e-07,6
-0.00036656856536865234,8
-0.014101028442382812,2
-0.0025478005409240723,7
-7.152557373046875e-07,5
3.0934810638427734e-05,5
-0.0002776980400085449,6
-7.772445678710938e-05,4
-0.00014531612396240234,7
-0.0025237202644348145,6
0.00012558698654174805,6
-2.980232238769531e-07,4
2.1696090698242188e-05,6
0.0003313422203063965,7
0.00026613473892211914,8
0.00029921531677246094,7
-5.9604644775390625e-06,5
-5.960464477539063e-08,5
0.001362442970275879,7
-0.0018334388732910156,7
-0.00032579898834228516,3
-0.00010639429092407227,7
-0.0010748505592346191,7
-0.0008758306503295898,7
-4.929304122924805e-05,6
0.00034940242767333984,6
0.0003535151481628418,4
0.002357661724090576,7
0.001813650131225586,8
-0.0038266777992248535,7
-9.59634780883789e-06,4
-3.731250762939453e-05,6
0.0004030466079711914,7
-0.0003344416618347168,6
-0.0017731189727783203,6
1.3947486877441406e-05,5
-0.0023766160011291504,5
-0.0003699660301208496,5
0.0003674030303955078,7
-1.519918441772461e-05,5
-0.00122147798538208,9
-0.0004038214683532715,6
0.0001977086067199707,5
-4.214048385620117e-05,5
0.0002205967903137207,4
0.007566630840301514,3
0.0023431777954101562,4
0.003170788288116455,5
0.00030177831649780273,5
0.03420901298522949,4
0.00021761655807495117,6
-0.0030448436737060547,6
0.0007689595222473145,5
0.00011008977890014648,4
-0.000555574893951416,4
-0.002219974994659424,3
5.960464477539063e-08,4
-0.00025147199630737305,7
0.0006857514381408691,8
-0.00026476383209228516,3
-0.00040721893310546875,6
0.0034158825874328613,8
0.0007463693618774414,8
-0.0004572272300720215,7
0.00015932321548461914,6
-1.4543533325195312e-05,3
0.0072419047355651855,11
-0.0027686357498168945,4
0.003560185432434082,8
0.0001596212387084961,8
-0.00026404857635498047,7
0.002919912338256836,8
0.0003629922866821289,8
-1.3053417205810547e-05,7
6.198883056640625e-05,5
-6.496906280517578e-06,5
-1.8775463104248047e-05,5
0.0010080933570861816,8
5.841255187988281e-05,5
0.01633608341217041,4
-0.0012453198432922363,5
-0.00034248828887939453,7
-0.00019419193267822266,7
0.00020420551300048828,8
4.5299530029296875e-06,5
9.238719940185547e-06,5
-2.384185791015625e-07,6
0.004041790962219238,8
0.0010548233985900879,7
0.003992915153503418,8
